id,name,desc,category,price
P229,알루미늄 주차 번호판,깔끔한 디자인으로 전화번호를 알리는 번호판,차량용품,7500
P230,천연가죽 핸들 커버,그립감이 뛰어나고 손 미끄러짐을 방지하는 커버,차량용품,25000
P231,코일 카매트 세트,먼지 포집력이 우수하고 세척이 간편한 바닥 매트,차량용품,48000
P232,에탄올 워셔액 4개,사계절 사용 가능한 세정력 좋은 워셔액 묶음,차량용품,12000
P233,하이브리드 와이퍼,들뜸 없이 깨끗하게 닦이는 고성능 와이퍼,차량용품,16000
P234,무선 차량용 청소기,강력한 흡입력으로 시트 구석 먼지를 제거,차량용품,39000
P073,헬리녹스 체어 원,압도적인 가벼움과 내구성을 가진 백패킹 필수 캠핑 의자,캠핑용품,125000
P074,크레모아 LED 랜턴,야외 야간 활동 시 태양광만큼 밝은 빛을 선사하는 충전식 랜턴,캠핑용품,98000
P075,스탠리 클래식 보온병 1L,장시간 온도가 유지되는 캠핑계의 전설적인 해머톤 그린 보온병,캠핑용품,55000
P076,코베아 구이바다 M 세트,"전골, 구이,볶음 등 모든 요리가 가능한 올인원 가스 버너",캠핑용품,135000
P077,노르디스크 이순 텐트,감성 캠핑의 끝판왕으로 불리는 면 소재의 화이트 티피 텐트,캠핑용품,1100000
P078,베어본즈 에디슨 스트링 라이트,텐트 주위를 감성적인 분위기로 연출해주는 전구 조명 세트,캠핑용품,65000
P079,밤켈 쿨러 아이스박스,장기 캠핑에도 얼음이 유지되는 고성능 하드 쿨러,캠핑용품,180000
P080,네이처하이크 자충 매트,공기가 자동으로 충전되어 바닥의 한기를 차단하는 캠핑용 매트,캠핑용품,72000
P081,스노우피크 티타늄 컵,무게감이 거의 느껴지지 않는 가벼운 싱글 월 티타늄 머그컵,캠핑용품,45000
P082,토요토미 캠핑 난로,겨울철 텐트 내부를 훈훈하게 만들어주는 화력 좋은 등유 난로,캠핑용품,380000
P173,경량 캠핑 체어,가볍고 튼튼해 휴대성이 좋은 접이식 의자,캠핑용품,38000
P174,알루미늄 롤 테이블,상판을 말아서 보관하는 넓고 안정적인 테이블,캠핑용품,55000
P175,자바라 워터저그 5L,부피를 줄여 휴대하고 물을 담아 쓰는 물통,캠핑용품,12000
P176,다용도 가스 구이바다,"전골, 구이, 볶음이 모두 가능한 캠핑 버너",캠핑용품,125000
P177,사계절용 침낭,영하의 온도에서도 체온을 유지하는 포근한 침낭,캠핑용품,49000
P178,폴딩 캠핑 웨건,무거운 캠핑 장비를 한 번에 옮기는 수레,캠핑용품,89000
P179,감성 가스 랜턴,은은한 불꽃으로 캠핑 분위기를 살리는 랜턴,캠핑용품,42000
P180,야외용 해먹 세트,나무 사이에 걸어 휴식을 취하는 튼튼한 해먹,캠핑용품,25000
P181,자충식 에어매트,밸브만 열면 자동으로 공기가 차는 바닥 매트,캠핑용품,39000
P182,대형 방수 타프,비와 햇빛을 가려주는 넓은 가림막 텐트,캠핑용품,75000
